event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Layoff,126,iQor (COAF),40,63.96645415,"[' iQor seems to have reduced its workforce by around 10,000 employees over the past two years as it shuttered some of its delivery centers']",['iQor'],[],433,,97d7db4c-7d2d-5f2c-569d-2ff61677eecd
Bankruptcy,126,iQor (COAF),50,57.85887524,['US BPO Firm iQor Holdings Files for Bankruptcy Protection'],['iQor Holdings'],['iQor Holdings'],434,iQor Holdings,97d7db4c-7d2d-5f2c-569d-2ff61677eecd
Layoff,102,"Moody's Analytics, Inc.",40,81.97074216,"[""ADP and Moody's Analytics reported on Wednesday that companies reduced payrolls by 20.236 million in through mid-April as the worst of the coronavirus-induced economic freeze began claiming vast numbers of full and part-time positions""]","['Moodys Analytics', 'ADP']",['ADP'],435,ADP,3a2485ac-d4e4-14d8-ba59-3cbdb39b61d0
Layoff,251,"Boston Consulting Group, Inc.",40,58.07048661,['According to a survey by international consultancy Boston Consulting Group as much as 85 per cent of those in the poll are worried about servicing loans post-moratorium while more than 40 per cent are planning to cut down spending in the next six months as they fear about their jobs and income'],['Boston Consulting Group'],[],436,,0f694f3c-0391-c7c0-5258-7230b0f6adff
Layoff,767,Oracle Corporation,80,63.54397107,['Segment the $1.5 billion data analytics startup taking on Oracle and Salesforce has cut  10% of its total staff amid the downturn'],"['Segment', 'Oracle', 'Salesforce']","['Segment', 'Salesforce']",437,"Segment,Salesforce",d5a41c28-5fb9-43c9-9f5f-6495fee6a7d8
Layoff,560,General Motors,40,86.4589387,['Cruise Automation the General Motors company developing shared autonomous EVs laid off about 150 people on Thursday'],"['General Motors', 'Cruise Automation']",['Cruise Automation'],438,Cruise Automation,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Layoff,207,AUTOMATION ANYWHERE INC,40,90.98766576,"[' Automation Anywhere a robotic process automation company valued at $6.8 billion last fall by venture capitalists began laying off  hundreds of employees on Monday Axios has learned', 'Source Automation Anywhere a robotic process automation firm valued at $6.8B in its $290M Series B last fall is laying off over 10% of its 2,600 employees', 'Well-funded robotic process automation startup Automation Anywhere Inc. has become the latest victim of COVID-19 laying off  hundreds of its workers as demand for its traditional products has fallen sharply', 'Earlier this week Axios reported that Automation Anywhere a robotic process automation company that was valued at $6.8 billion last fall began laying off  hundreds of employees on Monday']","['Axios', 'Automation Anywhere', 'COVID', 'Source Automation Anywhere', 'Automation Anywhere Inc']","['Axios', 'Automation Anywhere', 'COVID', 'Source Automation Anywhere', 'Automation Anywhere Inc']",439,"Axios,Automation Anywhere,COVID,Source Automation Anywhere,Automation Anywhere Inc",e5d97b1e-e44d-a390-af79-49362ae09fea
Bankruptcy,548,FRONTIER COMMUNICATIONS CORPORATION,53,81.85660579,"[' Frontier Communications which traces its roots back 100 years to Rochester Telephone Co. has filed for Chapter 11 bankruptcy protection', ' Frontier Communications  files for bankruptcy protection', ' Frontier Communications  seeks  bankruptcy protection', 'Connecticut -based Frontier Communications on April 14 announced it was voluntarily entering chapter 11 bankruptcy protection after missing an interest payment on unsecured debt in March', 'Josh Resnick nailed it At the May 2017 Sohn Investment Conference in New York the founder of Jericho Capital Asset Management generated considerable controversy — and attracted significant pushback — when he essentially predicted Frontier Communications would go out of business or at least file for bankruptcy He recommended shorting the telecom', ' Frontier Communications  Files  Bankruptcy', ' Frontier Communications  files for Chapter 11 bankruptcy', ' Frontier Communications announced on April 14 they have filed Chapter 11 bankruptcy in the Southern District of New York', ' Frontier Communications  files for bankruptcy protection', ' Frontier Communications  Files For Bankruptcy Under Chapter 11', ' Frontier Communications  Declares  Bankruptcy', ' Frontier Communications Minnesota ’s second-largest landline phone-service provider has filed for Chapter 11 bankruptcy though the company said it will continue honoring terms of a settlement with state regulators over poor service quality', ' Frontier Communications  files for bankruptcy protection', ' Frontier Communications  files for bankruptcy', 'U.S. oil producer Whiting Petroleum Corp. and telecom company Frontier Communications Corp. which both filed for bankruptcy this month have already triggered payouts on a combined $900 million of credit swaps', ' Frontier Communications  files Chapter 11 bankruptcy announces financial restructuring plan', 'High-speed internet company Frontier Communications  filed for bankruptcy protection in the United States on April 14, 2020']","['Jericho Capital Asset Management', 'Frontier Communications', 'Whiting Petroleum Corp', 'Highspeed internet', 'Rochester Telephone Co', 'Frontier Communications Corp']","['Jericho Capital Asset Management', 'Frontier Communications', 'Whiting Petroleum Corp', 'Highspeed internet', 'Rochester Telephone Co', 'Frontier Communications Corp']",440,"Jericho Capital Asset Management,Frontier Communications,Whiting Petroleum Corp,Highspeed internet,Rochester Telephone Co,Frontier Communications Corp",90eba7fe-ddbd-e043-67f8-bdfa0710bfd6
Layoff,1063,Amazon (Non AWS),53,86.24008769,"[' Amazon  cuts more than 1,200 contract delivery jobs', ' Amazon  cuts  more than 1,200 delivery contract jobs even as that part of its business booms', ' Amazon  cuts more than 1,200 delivery contract jobs even as that part of its business booms']",['Amazon'],[],441,,45056d71-082a-444e-a223-6e6f2db4fbcd
Layoff,1422,Bank Of America Corporation,80,54.84216286,['( Reuters ) - Bank of America Corp  cut some of its staff in the global banking and markets division this week Bloomberg News reported on Thursday'],"['Reuters', 'Bloomberg News', 'Bank of America Corp']","['Reuters', 'Bloomberg News']",442,"Reuters,Bloomberg News",a7c69d60-5083-08ef-937b-6cef93a9728c
Layoff,1063,Amazon (Non AWS),40,69.2351782,[' Amazon Just Cut Off Warehouse Workers from a Companywide Directory'],['Amazon'],[],443,,45056d71-082a-444e-a223-6e6f2db4fbcd
Bankruptcy,97,Neiman Marcus,100,81.35882725,"[""We've seen a number of well-known brands like J.C. Penney (OTC JCPN.Q ) and Neiman Marcus  declare  bankruptcy while others like Lord & Taylor have completely bitten the dust""]","['Lord Taylor', 'Neiman Marcus', 'JC Penney']","['Lord Taylor', 'JC Penney']",444,"Lord Taylor,JC Penney",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,222,Barclays - UK,40,72.59358775,"['HSBC cut 4,000 people Barclays  laid off 3,000 Société Générale axed 1,600 jobs and Credit Suisse announced a hiring freeze']","['Société Générale', 'Barclays', 'Credit Suisse', 'HSBC']","['Société Générale', 'Credit Suisse', 'HSBC']",445,"Société Générale,Credit Suisse,HSBC",d92a8307-9b33-2822-0df8-8f128d1b01be
Layoff,30,IBM,60,88.19502359,"[' IBM Reportedly Cuts  Thousands of Jobs', ' IBM  cuts  jobs', ' IBM to Lay Off Undisclosed Number of US Employees', ' IBM  Cuts  Jobs Around U.S. As New CEO Looks For Revival', ' IBM has cut several thousand jobs as it seeks to shed some costs', ' IBM is laying off an unspecified number of workers', 'In the past several days Armonk headquartered IBM Teaneck New Jersey based Cognizant and San Jose California headquartered Hewlett Packard Enterprises ( HPE ) have let go of  several employees', 'Many other technology companies including IBM Uber Technologies Inc. and GoPro Inc. have eliminated  thousands of employees recently', 'Many other technology companies including IBM Uber Technologies Inc. and GoPro Inc. have eliminated  thousands of employees recently', 'Weekly Wrap IBM Reportedly Cuts  Thousands of Jobs', ' IBM  cuts  jobs around U.S. as new CEO looks for revival', 'The moves come after IBM began laying off thousands of staff and HPE said it would cut salaries and jobs over the next three years']","['HPE', 'IBM Uber Technologies Inc', 'IBM', 'Hewlett Packard Enterprises HPE', 'Cognizant', 'GoPro Inc', 'IBM Teaneck']","['HPE', 'IBM Uber Technologies Inc', 'Hewlett Packard Enterprises HPE', 'Cognizant', 'GoPro Inc', 'IBM Teaneck']",446,"HPE,IBM Uber Technologies Inc,Hewlett Packard Enterprises HPE,Cognizant,GoPro Inc,IBM Teaneck",fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,645,JP Morgan Chase,60,55.65896377,"['""For me a good meal is a piece of hot naan bread and a glass of cold Coca-Cola "" said taxi driver Mergen Kakayev who got hooked on the drink ever since it first appeared in Turkmenistan in the 1990s JPMorgan Chase & Co already cut  around 100 jobs in mid-July', ' JPMorgan Chase & Co already cut  around 100 jobs in mid-July according to comments on social media']","['CocaCola', 'JPMorgan Chase Co']",['CocaCola'],447,CocaCola,ab49c193-63c6-680b-7930-8f40e9f55a19
Bankruptcy,560,General Motors,50,56.29509729,"['Spyker faced major financial difficulties after purchasing Saab from General Motors in 2010 leading to the company declaring  bankruptcy', 'The PBGC took over the Delphi Salaried Pension Plan in 2009 when Delphi spun off from General Motors Corp. and later filed for bankruptcy']","['General Motors', 'the Delphi Salaried Pension Plan', 'Saab', 'Spyker', 'PBGC', 'General Motors Corp', 'Delphi']","['the Delphi Salaried Pension Plan', 'Saab', 'Spyker', 'PBGC', 'Delphi']",448,"the Delphi Salaried Pension Plan,Saab,Spyker,PBGC,Delphi",5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Layoff,135,Accenture - Retail Bank,80,88.67869694,"['• The ad agency Droga5 which is owned by the consulting giant Accenture  laid off 7% of US staff on Wednesday', 'Global IT consultancy Accenture has begun laying off 5% of its staff with the company sending notes to its employees saying that it has an “overcapacity of people relative to demand ”', '• Patrick Coffee reports that ad agency Droga5 which is owned by consulting giant Accenture  laid off 7% of US staff', '• Professional services firm Accenture is cutting up to 25,000 jobs from its workforce including layoffs in the US and more planned cuts in the UK and India']","['Accenture', 'Droga', 'Global IT']","['Droga', 'Global IT']",449,"Droga,Global IT",ce8c7d08-72d3-c537-68be-ae46d6ffc228
Layoff,137,ACCENTURE-COMMERCIAL BANK,80,51.99692271,"['Giant advisory firms including Deloitte KPMG and Accenture have laid off  thousands of workers and some consultancies like Ernst & Young previously deferred promotions and performance bonuses for employees', 'Giant advisory firms including Deloitte KPMG and Accenture have laid off  thousands of workers and some consultancies like Ernst & Young previously deferred promotions and performance bonuses for employees']","['Accenture', 'Deloitte KPMG', 'Ernst Young']","['Accenture', 'Deloitte KPMG', 'Ernst Young']",450,"Accenture,Deloitte KPMG,Ernst Young",55c538c6-da99-201f-1b45-65c938cfd4dd
Layoff,736,National Westminster,40,57.85554571,['The bonus pool for NatWest bankers has been cut by 33% as a result leaving staff to share £206m'],['NatWest'],[],451,,744f25a6-21f9-131d-a4d9-b1348664741e
Bankruptcy,97,Neiman Marcus,50,75.57312212,['Some — including J.C. Penney J.Crew and Neiman Marcus — have even filed for bankruptcy protection'],"['Neiman Marcus', 'JC Penney JCrew']",['JC Penney JCrew'],452,JC Penney JCrew,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,44,Wells Fargo,40,84.69135125,"[' Wells Fargo to lay off 320 Henrico County employees', ' Wells Fargo to lay off  320 workers at its brokerage operations unit in Henrico by shifting the jobs out of the state']",['Wells Fargo'],[],453,,3e683191-c38b-5166-9ae3-8bfc3b975859
Bankruptcy,97,Neiman Marcus,75,90.32008914,"['Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year', 'Crew Pier 1 Imports and Neiman Marcus are among the retailers that declared  bankruptcy this year']","['Neiman Marcus', 'Crew Pier Imports']",['Crew Pier Imports'],454,Crew Pier Imports,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1053,YELP INC,40,53.41084885,"['San Francisco -based Yelp  laid off about 1,000 employees in April and furloughed another 1,100 but said over the summer it would bring most of those furloughed staff back']",['Yelp'],['Yelp'],455,Yelp,359a4a11-5201-3d7d-f7e1-3ac745fbf265
Layoff,864,Royal Mail - UK,40,56.52478026,"['Earlier this year Royal Mail revealed it planned to cut  2,000 management jobs representing a fifth of such roles in a bid to save it £130million', 'In June Royal Mail revealed a cost cutting plan that will see 2,000 management jobs by March 2021 in areas including IT finance marketing and sales']",['Royal Mail'],[],456,,4ed6ff37-27f5-47ae-8ba5-5bb1d3089176
Bankruptcy,47,Verizon,50,52.45795852,['The company which racked up $17.5 billion in debt while acquiring Verizon ’s assets filed for bankruptcy protection in April'],['Verizon'],[],457,,e693e2f0-50bb-05ab-8a27-4078f5dacf11
Layoff,1452,"Uber Technologies, Inc.",60,62.21268575,"['More recently Uber  laid off more than 180 Postmates employees the New York Times reported about 15 percent of that app’s workforce following the acquisition it announced in July', 'But the hit to its core business was severe and Uber  cut roughly 25% of its staff over multiple rounds of layoffs in the first half of last year']","['the New York Times', 'Uber', 'Postmates']","['the New York Times', 'Uber', 'Postmates']",458,"the New York Times,Uber,Postmates",5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,195,Ascena Retail Group,50,63.34854277,['Current owner Ascena Retail Group voluntarily filed for Chapter 11 bankruptcy protection in July 2020 and agreed to sell the Justice brand earlier in October'],"['Justice', 'Ascena Retail Group']",['Justice'],459,Justice,d6232010-dad0-e9dc-2262-b38d7a29d811
Bankruptcy,195,Ascena Retail Group,50,72.43047746,"['In July the Ascena Retail Group  filed for Chapter 11 bankruptcy protection', ""Ann Taylor 's parent company Ascena Retail Group  filed for Chapter 11 bankruptcy protection back in July""]","['the Ascena Retail Group', 'Ascena Retail Group']",[],460,,d6232010-dad0-e9dc-2262-b38d7a29d811
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),100,60.18575297,['Last year Neiman Marcus J.C. Penney Stage Stores and Lord & Taylor  filed for bankruptcy'],"['Lord Taylor', 'Neiman Marcus', 'JC Penney Stage Stores']","['Lord Taylor', 'Neiman Marcus', 'JC Penney Stage Stores']",461,"Lord Taylor,Neiman Marcus,JC Penney Stage Stores",abebf617-5d62-64f0-481c-803909366a00
Bankruptcy,560,General Motors,50,69.10988096,"[' General Motors  went  bankrupt during the financial crisis', ' General Motors  went  bankrupt in the financial crisis', ' General Motors  went  bankrupt in the financial crisis']",['General Motors'],[],462,,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Bankruptcy,97,Neiman Marcus,50,80.23930863,['Just ask Pier 1 Sur La Table Motherhood Maternity J.C. Penney Neiman Marcus or any of the other dozens of merchants that filed for bankruptcy during the year'],"['Pier Sur La Table Motherhood Maternity', 'JC Penney']","['Pier Sur La Table Motherhood Maternity', 'JC Penney']",463,"Pier Sur La Table Motherhood Maternity,JC Penney",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,736,National Westminster,40,53.97757111,['Lender NatWest has said it plans to cut  about 550 jobs at Royal Bank of Scotland and NatWest branches as well as its premier banking unit'],"['Lender NatWest', 'NatWest', 'Royal Bank of Scotland']","['Lender NatWest', 'Royal Bank of Scotland']",464,"Lender NatWest,Royal Bank of Scotland",744f25a6-21f9-131d-a4d9-b1348664741e
Layoff,201,AT&T,40,52.51697274,"['AT&T \'s then-CEO Randall Stephenson claimed in November 2017 that AT&T would use a tax cut to create "" 7,000 jobs of people putting fiber in ground "" but AT&T has since laid off tens of thousands of workers and reduced network spending']",['ATT'],[],465,,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Bankruptcy,97,Neiman Marcus,50,72.71865435,"['Crew and Neiman Marcus that filed for bankruptcy', 'C. Penney and Neiman Marcus for example filed for bankruptcy']","['Neiman Marcus', 'Crew', 'C Penney']","['Crew', 'C Penney']",466,"Crew,C Penney",47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),75,88.97594849,"['Department-store chain Lord & Taylor  files for bankruptcy', 'Department-store chain Lord & Taylor  files for bankruptcy', 'Department-store chain Lord & Taylor  files for bankruptcy']",['Lord Taylor'],['Lord Taylor'],467,Lord Taylor,abebf617-5d62-64f0-481c-803909366a00
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,90.052334,"['US luxury department store chain Lord & Taylor also filed for bankruptcy', 'US luxury department store chain Lord & Taylor also filed for bankruptcy', 'US luxury department store chain Lord & Taylor also filed for bankruptcy']",['Lord Taylor'],['Lord Taylor'],468,Lord Taylor,abebf617-5d62-64f0-481c-803909366a00
Layoff,1452,"Uber Technologies, Inc.",64,91.64751715,"[' Uber  laid off nearly 15 percent of Postmates ’s workforce', ' Uber Technologies ( UBER ) Uber laid off about 185 people from its newly-acquired Postmates division according to people with knowledge of the matter who spoke to the New York Times', 'Instacart Uber  cutting  jobs | LinkedIn', ' Uber Technologies ( UBER ) – Uber laid off about 185 people from its newly acquired Postmates division according to people with knowledge of the matter who spoke to The New York Times', 'Post-Purchase Uber  Lays Off Postmates Workers', "" Uber  lays off 15% of Postmates' workforce just 3 months after buying the food delivery app"", ' Uber  Lays Off 15% of Postmates Staff Just Two Months After Buying the Company', ' Uber  Lays Off 15 Percent of Postmates’ Workforce', "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app"", "" Uber  lays off 15% of postmates' workforce just 3 months after buying the food delivery app""]","['The New York Times', 'Uber Technologies UBER', 'LinkedIn', 'PostPurchase', 'Uber', 'Instacart', 'postmates', 'the New York Times', 'Postmates']","['The New York Times', 'LinkedIn', 'PostPurchase', 'Uber', 'Instacart', 'postmates', 'the New York Times', 'Postmates']",469,"The New York Times,LinkedIn,PostPurchase,Uber,Instacart,postmates,the New York Times,Postmates",5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,97,Neiman Marcus,100,94.16649195,"['Crew J.C. Penney and Neiman Marcus all filing for bankruptcy', ""We've already seen a number of big names like J.C. Penney (OTC JCPN.Q ) and Neiman Marcus  declare  bankruptcy and while some chains may thrive in the aftermath of a filing others like Lord & Taylor are shutting their doors permanently"", ""We've already seen a number of big names like J.C. Penney (OTC JCPN.Q ) and Neiman Marcus  declare  bankruptcy and while some chains may thrive in the aftermath of a filing others like Lord & Taylor are shutting their doors permanently""]","['Neiman Marcus', 'JC Penney']",['JC Penney'],470,JC Penney,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,97,Neiman Marcus,75,64.34629621,"[""Moreover like JCPenney Neiman Marcus and other retailers that recently declared  bankruptcy Macy 's remains largely a 20th-century store trying to remain relevant in a 21st-century retail environment"", ""Moreover like JCPenney Neiman Marcus and other retailers that recently declared  bankruptcy Macy 's remains largely a 20th-century store trying to remain relevant in a 21st-century retail environment""]","['JCPenney Neiman Marcus', 'Macy s']",['Macy s'],471,Macy s,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,30,IBM,40,74.97960098,"[' IBM is moving to cut thousands of jobs reports and workers say', ' IBM is planning to cut  8,000 staff in Europe including up to 2,000 in the UK and Ireland according to a report by Channel Partner Insight ( CPI )']","['IBM', 'Channel Partner Insight CPI']",['Channel Partner Insight CPI'],472,Channel Partner Insight CPI,fc5fbe7a-562d-d577-b05e-46797caa134c
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,66.62121506,['Over the last year similar department store chains including Neiman Marcus JCPenney and Lord & Taylor have all filed for bankruptcy a sign of how tough conditions have been'],"['Lord Taylor', 'Neiman Marcus JCPenney']","['Lord Taylor', 'Neiman Marcus JCPenney']",473,"Lord Taylor,Neiman Marcus JCPenney",abebf617-5d62-64f0-481c-803909366a00
Layoff,1340,The Financial Times Ltd.,40,84.49869904,['The Financial Times is planning to cut up to 64 staff amid a backlash over a £1.9 million pay package for the title’s former editor'],['The Financial Times'],[],474,,17a8b776-3a5e-4b38-bf52-940e41c3316a
Layoff,201,AT And T,80,84.51334079,[' AT&T to cut Slovakia workforce unions expect 300 jobs to go'],['ATT'],[],475,,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,47,Verizon,40,87.53723011,['AT&T Verizon  cutting  thousands of jobs reports say'],['ATT Verizon'],[],476,,e693e2f0-50bb-05ab-8a27-4078f5dacf11
Layoff,28,TSYS Total System Services (ESM-IT),40,74.4195163,"[' TSYS to cut  109 staff in Northern Ireland despite £556,000 public funding']",['TSYS'],['TSYS'],477,TSYS,3e678670-f849-5a07-92be-083d3cdd1e6d
Bankruptcy,97,Neiman Marcus,50,74.04999498,"[' Neiman Marcus The 113-year-old department store filed for bankruptcy in May and closed five stores including its Hudson Yards stores that opened in New York City in 2019', ' Neiman Marcus The 113-year-old department store filed for bankruptcy in May and closed five stores including its Hudson Yards stores that opened in New York City in 2019']",['Neiman Marcus'],[],478,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,447,DEUTSCHE BANK,40,64.38559606,"['The new approach is taking a page out of Christian Sewing ’s playbook at Deutsche Bank AG who is cutting  18,000 jobs and billions of euros in costs while placing a large chunk of the assets in a wind-down unit']",['Deutsche Bank AG'],['Deutsche Bank AG'],479,Deutsche Bank AG,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Layoff,97,Neiman Marcus,80,62.0864133,"['Back in September WWD reported that Neiman Marcus would be laying off an unspecified number of its approximately 12,000 employees at Neiman and Bergdorf Goodman']","['Bergdorf Goodman', 'Neiman Marcus', 'WWD', 'Neiman']","['Bergdorf Goodman', 'WWD']",480,"Bergdorf Goodman,WWD",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,447,DEUTSCHE BANK,80,60.75979435,"['In a surprise announcement on Thursday the former Deutsche Bank executive announced plans to cut  10,000 jobs and reduce the group’s branch network to 450 from 790']",['Deutsche Bank'],['Deutsche Bank'],481,Deutsche Bank,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Layoff,156,Akamai,40,75.12442945,[' Akamai  cuts 2 percent of workforce as part of reorganization around security business - The Boston Globe'],"['The Boston Globe', 'Akamai']",['The Boston Globe'],482,The Boston Globe,a601169b-e10e-45b8-a42a-d0a00751880c
Bankruptcy,195,Ascena Retail Group,60,79.67969027,"['Both mall chains had mentioned in the past that they were in danger of closing as retailers including JC Penney and Ascena Retail Group  filed for bankruptcy this year CNN reported', 'Many of their largest tenants including JC Penney Tailored Brands and Ascena Retail Group have filed for bankruptcy this year']","['CNN', 'JC Penney', 'Ascena Retail Group', 'JC Penney Tailored Brands']","['CNN', 'JC Penney', 'JC Penney Tailored Brands']",483,"CNN,JC Penney,JC Penney Tailored Brands",d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,30,IBM,40,83.02819638,"[' IBM reportedly cutting  10,000 employees from European services unit']",['IBM'],[],484,,fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,135,Accenture - Retail Bank,80,61.44850505,"['• Other major consulting firms including Deloitte and Accenture have cut  hundreds of jobs as clients slashed budgets', 'Read more Accenture is cutting US staff and top execs just warned of more pain to come as the consulting giant promotes fewer people and looks to control costs']","['Accenture', 'Deloitte']",['Deloitte'],485,Deloitte,ce8c7d08-72d3-c537-68be-ae46d6ffc228
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,83.28136787,"[' Lord & Taylor  filed for Chapter 11 Bankruptcy in August', 'Regarded the nation’s initially division keep chain when it opened its initially shop in New York in 1826 Lord & Taylor  filed for Chapter 11 bankruptcy security earlier this thirty day period', ""Considered the nation's first department store chain when it opened its inaugural shop in New York in 1826 Lord & Taylor  filed for Chapter 11 bankruptcy protection earlier this month"", 'Clothing start-up Le Tote which bought Lord & Taylor last year told Retail Dive in April it had ""instituted significant company-wide layoffs across both ” its Le Tote and Lord & Taylor brands “immediately reducing the majority of staff across all departments;” that was four months before high-end department store Lord & Taylor  sought  bankruptcy protection and said it will close 24 of its 38 locations according to Footwear News', ' Lord & Taylor  filed for Chapter 11 Bankruptcy in August', ""Considered the nation's first department store chain when it opened its inaugural shop in New York in 1826 Lord & Taylor  filed for Chapter 11 bankruptcy protection earlier this month"", 'Earlier this month Le Tote Inc. the parent company of the Lord & Taylor department store an anchor tenant of Crossgates Mall filed for bankruptcy and closing sales are to be conducted at all 38 Lord & Taylor stores', ' Lord & Taylor  filed for Chapter 11 Bankruptcy in August', ' Lord & Taylor  filed for bankruptcy on August 2 joining a string of upscale retailers filing for Chapter 11 in recent months including Neiman Marcus and Brooks Brothers', ' Lord & Taylor  filed for Chapter 11 Bankruptcy in August']","['Brooks Brothers', 'Crossgates Mall', 'Le Tote Inc', 'Retail Dive', 'Neiman Marcus', 'Footwear News', 'Lord Taylor', 'Le Tote']","['Brooks Brothers', 'Crossgates Mall', 'Le Tote Inc', 'Retail Dive', 'Neiman Marcus', 'Footwear News', 'Lord Taylor', 'Le Tote']",486,"Brooks Brothers,Crossgates Mall,Le Tote Inc,Retail Dive,Neiman Marcus,Footwear News,Lord Taylor,Le Tote",abebf617-5d62-64f0-481c-803909366a00
Layoff,44,Wells Fargo,40,75.42911697,"['Bloomberg Law reported in July that Wells Fargo is preparing to cut  thousands of jobs starting later this year', ' Wells Fargo Preparing To Potentially Cut Tens Of Thousands Of Jobs']","['Bloomberg Law', 'Wells Fargo']",['Bloomberg Law'],487,Bloomberg Law,3e683191-c38b-5166-9ae3-8bfc3b975859
Bankruptcy,195,Ascena Retail Group,50,51.94846916,"['It has been a rocky few months for natural fibers groups — and no easier for Ascena Retail Group — which filed for Chapter 11 bankruptcy in July', 'After its parent company Ascena Retail Group  filed for bankruptcy tween fashion retailer Justice will be closing another 85 stores in November as well as its e-commerce website']","['Justice', 'Ascena Retail Group']",['Justice'],488,Justice,d6232010-dad0-e9dc-2262-b38d7a29d811
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,79.34835991,"['J.C. Penney Neiman Marcus and Lord & Taylor all filed for bankruptcy protection this year with Lord & Taylor liquidating and closing their remaining stores', 'Both Century 21 and Lord & Taylor  filed for bankruptcy this year and made the decision to go out of business and close their storefronts', 'Both Century 21 and Lord & Taylor  filed for bankruptcy this year and made the decision to go out of business and close their storefronts']","['Lord Taylor', 'Neiman Marcus', 'JC Penney', 'Century']","['Lord Taylor', 'Neiman Marcus', 'JC Penney', 'Century']",489,"Lord Taylor,Neiman Marcus,JC Penney,Century",abebf617-5d62-64f0-481c-803909366a00
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,86.8174753,['The department store chain’s parent company Le Tote Inc. – which along with Lord & Taylor  filed for Chapter 11 bankruptcy on Aug. 2 – has written to the state Department of Labor alerting it to the fact that the affected employees as well as another 24 at Westfarms mall in Farmington will be permanently laid off during the Dec. 1-15 timeframe'],"['Lord Taylor', 'Department of Labor', 'Le Tote Inc']","['Lord Taylor', 'Department of Labor', 'Le Tote Inc']",490,"Lord Taylor,Department of Labor,Le Tote Inc",abebf617-5d62-64f0-481c-803909366a00
Layoff,201,AT&T,40,60.12614864,"['Since receiving $21 billion from the Tax Cuts and Jobs Act of 2017 AT&T has steadily cut  jobs each quarter despite promises to create 7,000 new jobs CWA has']","['ATT', 'CWA']",['CWA'],491,CWA,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,201,AT&T,40,83.81455528,[' AT&T  laid off  about 600 people from WarnerMedia in August a prelude to the new cuts revealed yesterday'],"['WarnerMedia', 'ATT']",['WarnerMedia'],492,WarnerMedia,5da6106f-0d27-0d37-e9d7-dcfeccc1f709
