uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
eb62cd6d-3753-61df-a17f-66bc73d75459,John Cannon,john-cannon,v1494396400/kescoofu2ddprorpeh00.png,eb62cd6d-3753-61df-a17f-66bc73d75459,person,John Cannon,"Managing Director & VP of International Markets, Global Fraud Solutions",,transunion,sljogfbctrnfgtyqdlld,31de49d9-4081-2c13-2a4b-e0b6a160d783,organization,TransUnion,male
5f09d616-12e1-dc23-e00d-a0d207f32a88,Connie Gougler,connie-gougler,v1397181235/0c2137449882811caf5d97a2eaccd4b4.png,5f09d616-12e1-dc23-e00d-a0d207f32a88,person,Connie Gougler,Vice President of International Marketing,,transunion,sljogfbctrnfgtyqdlld,31de49d9-4081-2c13-2a4b-e0b6a160d783,organization,TransUnion,female
d45d88af-e5d3-4a82-b22d-9fbd33a23055,Colin Carvey,colin-carvey,v1494063720/cfcoaf8v5gp58z54okrd.png,d45d88af-e5d3-4a82-b22d-9fbd33a23055,person,Colin Carvey,VP Identity Solutions,"Colin Carvey is VP, identity management products at TransUnion. In that role, he oversees Business Development, Operations support and the creation and delivery of products that use analytics to help complex organizations quickly discern good customers and transactions from the bad. Recruited in part due to his record of accomplishment and drive, Colin has over 20 years of experience at scale lenders including HSBC and CapitalOne, and has vast amont of experience with the complexities of fraud management. Colin’s experience ranges from loss mitigation to customer acquisition to creative design. In addition to his breadth of knowledge of complex financial services organizations, Colin brings a creative lens to challenges and has returned millions of dollars to top and bottom-line growth. Colin serves on the board of the Portland, Oregon chapter of Junior Achievement, and is an avid soccer player. He resides with his family in what he describes as a “wooded urban oasis” outside Portland.",transunion,sljogfbctrnfgtyqdlld,31de49d9-4081-2c13-2a4b-e0b6a160d783,organization,TransUnion,male
df31acbd-6e8b-483b-96b0-0895785aec07,Joe Mellman,joe-mellman,k3hmkzoi9bh0hd4vn0uk,df31acbd-6e8b-483b-96b0-0895785aec07,person,Joe Mellman,Senior Vice President,,transunion,sljogfbctrnfgtyqdlld,31de49d9-4081-2c13-2a4b-e0b6a160d783,organization,TransUnion,male
431d55cb-2adf-1823-1407-f5b9cd93f5f9,Gerry McCarthy,gerry-mccarthy,v1501514323/ryrktvycwc0hb70hnhya.jpg,431d55cb-2adf-1823-1407-f5b9cd93f5f9,person,Gerry McCarthy,"President, Healthcare",,transunion,sljogfbctrnfgtyqdlld,31de49d9-4081-2c13-2a4b-e0b6a160d783,organization,TransUnion,male
62d0eafe-e633-93ec-04e5-9514b63dd77c,Victoria Georgalakis,victoria-georgalakis,v1497849201/pmidcqyqgxzmynoaqnvg.png,62d0eafe-e633-93ec-04e5-9514b63dd77c,person,Victoria Georgalakis,Senior Vice President,"Victoria Georgalakis is a global business leader with over twenty years of experience in achieving business growth and operational efficiencies across a wide variety of industries. This wide base of experience has led to her current position at Sykes Enterprises, Incorporated as Senior Vice President for the EMEA region of Europe, the Middle East and Africa, including seven sites in four countries.

After completing a Degree in Economics from Kingston University in London, Victoria Georgalakis embarked upon her professional career in a marketing role with American Express's insurance operations, where she gained invaluable business experience strategically positioning products to consumers. Victoria Georgalakis continued to build upon her insurance marketing experience working for over 7 years for Lloyds Banking Group. Throughout her career, Victoria Georgalakisâ€™ inherent leadership capabilities were cultivated and recognized as she began migrating to management track positions beginning with a Director position with Cendant Corporation and Rubicon Dynamics. In 2003, she transitioned to the Healthcare Industry, working as the Head of Strategic Marketing for AXA PPP Healthcare and then moving within the organization to a role as the Director of Customer Service & Claims, an elected Board position.",sykes-enterprises,v1405596848/vfhgvykundhcsajrqawc.jpg,fd76ba1f-2070-6142-2ece-175439cbb4b5,organization,Sykes Enterprises,female
af2729f4-9800-0099-080f-696f87b41e4e,Beth Capra,beth-capra,v1397630071/6f873ab30c65f66a0f5654a85951f0e7.jpg,af2729f4-9800-0099-080f-696f87b41e4e,person,Beth Capra,"Global Vice President, Operations Finance",,sykes-enterprises,v1405596848/vfhgvykundhcsajrqawc.jpg,fd76ba1f-2070-6142-2ece-175439cbb4b5,organization,Sykes Enterprises,female
393ff3d0-0870-340a-baa7-2a673ecff4ed,Harry Newman,harry-newman,v1494644253/y2wofobrdit4aq8gi0j6.png,393ff3d0-0870-340a-baa7-2a673ecff4ed,person,Harry Newman,Head of Market Initiatives EMEA,"Harry Newman is SWIFT’s Head of Banking with strategic responsibility for a series of key market initiatives, including SWIFT’s global payments innovation (gpi), business intelligence, corporates and reference data offers. 

Previously he has been closely involved in payment system innovation and regulation in EMEA across both banking and securities systems such as TARGET2, TARGET2 for Securities, Euro1. More recently he was SWIFT’s Programme for the development of Australia’s New Payments Platform (NPP).

Newman has 20 years’ experience in financial markets and market infrastructures globally, designing and managing RTGS systems and SWIFT’s role in RTGS systems. Before joining SWIFT, Harry worked for APACS in the UK, where he project managed the development of CHAPS Sterling RTGS and CHAPS Euro RTGS as well as working on retail payment system development. 

Newman is a British citizen.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
1059419b-2b3b-4ff2-a363-20ee386a2c4c,Karel De Kneef,karel-de-kneef,jirwner2dpnh0uy0tgxq,1059419b-2b3b-4ff2-a363-20ee386a2c4c,person,Karel De Kneef,Chief Security Officer,"Karel De Kneef is Chief Security Officer at SWIFT, the world's leading provider of secure financial messaging services. Karel leads work to ensure the integrity and availability of SWIFT's systems and services, and also oversees the Customer Security Programme, which advances cybersecurity standards and information-sharing among SWIFT's 11,000+ users worldwide. Karel has helped to establish SWIFT as a leading promoter of cybersecurity in the financial sector, and in more than two decades with the company has held a number of crucial roles. He has led SWIFT's Command Centre, which coordinates the organisation's response to significant incidents and issues, while as Head of Security Operations his achievements included establishing SWIFT's Customer Security Intelligence team, which analyses cyber incidents and develops threat intelligence for the financial community. Karel has also coordinated a number of critical customer projects, including the migration of SWIFT users to the SWIFTNet messaging platform. Prior to joining SWIFT in 1994, Karel was a business analyst at ING Bank Belgium.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
dcbd6f76-a067-a241-2d64-42a14f071ea9,Stephen Gilderdale,stephen-gilderdale,v1485674336/bjh2zx8hy0ig4voidhwe.png,dcbd6f76-a067-a241-2d64-42a14f071ea9,person,Stephen Gilderdale,Chief Product Officer,,swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
2806a7bf-a9e9-4859-997f-923478c3d666,Fabien Depasse,fabien-depasse,wwnuvb4lrwssqdprsd4g,2806a7bf-a9e9-4859-997f-923478c3d666,person,Fabien Depasse,Head of GPI Customer Success,,swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
4389bc72-51c6-48bc-acce-062d2ac0c441,Christoph Albers,christoph-albers,v4x7x8lexenuimxiysmq,4389bc72-51c6-48bc-acce-062d2ac0c441,person,Christoph Albers,"Head of Product & Market Strategy, Global Payments Innovation and Marketing","Christoph Albers joined SWIFT in 2006 as product marketing manager for the information and reference data product suite. In 2010 he was appointed as market manager and led the go to market and new product launches for the multinational Corporates segment. Since 2017, he has been driving the product and market strategy for SWIFT gpi where he now heads the global adoption programme to make gpi the new norm across the SWIFT network. Before joining SWIFT, he had several leading positions in product marketing and business development for cards and transaction processing at MasterCard International and ATOS Worldline. He holds a master's degree of the Brussels faculty Economics & Business at Catholic University of Leuven (KUL) and Business Studies at Glasgow Caledonian University (UK).",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
a40153e5-f1c0-423b-95ff-e2f9a6c5a201,Marie-Charlotte Henseval,marie-charlotte-henseval,mbnsl1qtjkn3hntoq7op,a40153e5-f1c0-423b-95ff-e2f9a6c5a201,person,Marie-Charlotte Henseval,Head of KYC Compliance Services,"After 5 years as Product Manager of the SWIFT KYC Registry, Marie-Charlotte is now globally responsible for KYC Compliance Services within SWIFT's Marketing department (product development and product marketing). From 2010 to 2013, Marie-Charlotte was Market Manager for Corporates on SWIFT, contributing to the development of the SWIFT for Corporates offering. She joined SWIFT in 2008 in the Operations department after being graduated as Civil Engineer, and holding a Master in Management Sciences.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,female
b600dd39-4cc9-4bca-8804-0aaaf6e6c7bd,Marc Delbaere,marc-delbaere,uh9rd6nmeiaddhv1dein,b600dd39-4cc9-4bca-8804-0aaaf6e6c7bd,person,Marc Delbaere,Global Head of Corporates and Trade,"Marc Delbaere is Global Head of Corporates and Trade at SWIFT since 2016. At SWIFT since 2008, Marc has a long track record in driving industry transformation programmes, very often from the ground MyStandards, gpi for corporates, gpi prevalidation, KYC for corporates, corporate digital identity). Marc came from IBM where he was in charge of the IBM Industry Models portfolio, an intellectual property offering at the crossroads of business and IT.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
2881e616-3bec-5e9a-4c31-98485fd11b26,Gottfried Leibbrandt,gottfried-leibbrandt,v1453373993/wo6ovekxubtkzu4h4swl.png,2881e616-3bec-5e9a-4c31-98485fd11b26,person,Gottfried Leibbrandt,Chief Executive Officer,"1987, MBA, Stanford Business School; 2004, PhD in Economics, University of Maastricht. 1987-2005, Consultant and Partner, Banking Practice, McKinsey and Company. With SWIFT: 2005-06, Head of Strategy; 2006-07, Head of Standards; 2007-12, Head of Marketing; since July 2012, Chief Executive Officer.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
3abf51fd-f7d1-652b-f3c8-4de472cc5a81,Fabian Vandenreydt,fabian-vandenreydt,v1453110688/xbgcvzsh5ju7lpdx1civ.jpg,3abf51fd-f7d1-652b-f3c8-4de472cc5a81,person,Fabian Vandenreydt,"Global Head of Securities Markets, Innotribe & the SWIFT Institute",,swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
3934df23-be65-4290-86e8-cd0504085ff8,Ignacio Blanco,ignacio-blanco,ldcfhj8ckseaerdlnetz,3934df23-be65-4290-86e8-cd0504085ff8,person,Ignacio Blanco,Head of Latin America & Caribbean,,swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,male
757f4bf8-e149-489e-a8d4-4d0e37efbee7,Isabelle Bouille,isabelle-bouille,qfsjudbexzjtvzb8cgpb,757f4bf8-e149-489e-a8d4-4d0e37efbee7,person,Isabelle Bouille,Head of Market Practice,"Isabelle works in the SWIFT Standards Team and leads the SWIFT Standards Market Practice Team. Isabelle is responsible for the High Value Payments Plus initiative which plays a key role in the harmonized ISO 20022 implementation by Market Infrastructures worldwide and is leading the Cross Border Payments and Reporting Plus project which is a major pillar for a successful ISO 20022 migration in the many to many space. She also is a SWIFT representative in the SEPA European Payment Council working groups (Instant Payments and Direct Debits) and in the ISO Real Time Group. Isabelle joined SWIFT in 2014. Prior to joining SWIFT, Isabelle was a Corporate Product Manager for France and Belgium at Deutsche Bank.",swift,v1424351886/gkfqeseysi51glskya71.png,49109fdd-927c-1ec8-503d-9f6d99190f22,organization,SWIFT,female
603f089b-7ded-00d6-59b9-334a7323c68d,Martin Gossner,martin-gossner,v1446105254/c4pcfzy6gme5n1n5tkaz.png,603f089b-7ded-00d6-59b9-334a7323c68d,person,Martin Gossner,CEO,,steiger-dynamics,v1446101890/nuwq2zrfbnlkevpz0dfa.png,9721fe78-2726-9178-c84d-c19596ef91d7,organization,Steiger Dynamics,male
4a0286f2-3187-48fe-bf43-cb0ad59010bc,Arnaud de Lacoste,arnaud-de-lacoste,ogcktyloglzmth6rxkqv,4a0286f2-3187-48fe-bf43-cb0ad59010bc,person,Arnaud de Lacoste,Chief Marketing & Innovations Officer,"Arnaud de Lacoste As Acticall Sitel Group’s Chief Marketing & Innovations Officer, Arnaud de Lacoste is committed to reshaping the CX Management industry. He is focused on enhancing the company’s global marketing organization, strengthening the company’s digital presence and aligning the marketing and sales efforts by leveraging the company’s solutions and ventures.",sitel,lmmvh9swu8kark4afmyb,d003718d-0dbc-a37c-2d96-61f4443bb1f0,organization,SITEL,male
76bb43f6-b65a-4045-2a89-568c7377ff3e,Dan Feldstein,dan-feldstein,v1455218389/vu0uryiokkysdbxaxty3.jpg,76bb43f6-b65a-4045-2a89-568c7377ff3e,person,Dan Feldstein,CMO and Co-Founder,"Dan Feldstein is the CMO and co-founder of Red Ventures. Dan focuses on new marketing, new business incubation and launch, and marketing innovation. 

Prior to founding Red Ventures, Dan held a variety of general management and senior marketing positions within CUC International (later Cendant). Dan's roles have included general manager of Sidewalk.com, a joint venture between Microsoft and Cendant, SVP, Marketing, for Cendant’s membership group; and general manager of Shoppers Advantage, a $300MM online and catalog retailer. Dan began his career with the global consulting firm Bain & Company. 

He received his undergraduate degree from Duke University and is also a graduate of the Wharton School of Business, University of Pennsylvania.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
4adfc576-e7a7-1d34-c2f0-6a98627fb6f2,Mark Brodsky,mark-brodsky,v1455218317/ttrnsmw9dg4sqr3xv29r.jpg,4adfc576-e7a7-1d34-c2f0-6a98627fb6f2,person,Mark Brodsky,CFO & Founder,"Mark Brodsky joined the Red Ventures management team in 2003, bringing a wealth of financial and general management experience. 

He began his career at General Electric Co. in 1997 and in that capacity met Ric Elias, founder of Red Ventures. After GE, Mark held several executive positions at Merrill International, where he was involved in large-scale industrial project development. From 1999 to 2000, he worked at Arthur D. Little as EVP, Finance & Development, and in 2001 became CEO of ADL spin-off Nuvera Fuel Cells, based in Boston and Milan, Italy. 

Mark received his undergraduate degree in accounting from Drexel University and is also a graduate of the Wharton School of Business, University of Pennsylvania.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
07b7060b-80e8-0c1c-c1a5-df737d0c4318,Ric Elias,ric-elias,v1482729139/qcejh3hmrpzhv21gsa1s.png,07b7060b-80e8-0c1c-c1a5-df737d0c4318,person,Ric Elias,Co-Founder & CEO,"Ric attended Boston College and Harvard Business School before beginning his career as part of GE's Financial Management program. Ric co-founded Red Ventures in 2000, just days before the dot-com bubble burst. The company weathered the storm and by 2007 it was ranked 4th on the Inc. 500 list.

In 2009, Elias was a survivor of Flight 1549, an event which drastically changed his life and led to his widely viewed TED Talk “3 things I learned while my plane crashed.” Elias is cited as aspiring to create the “Google of the East Coast” within his company’s culture and facilities.

Ric's leadership style earned him noteworthy recognition in 2011, when he was named an Ernst & Young National Entrepreneur of the Year. His inspirational views on both business and family have been featured on CNN, TED Talks and MSNBC.

Ric Elias is the co-founder and CEO of Red Ventures, a portfolio of digital companies headquartered in Charlotte, North Carolina. With over 3,000 employees in 10 US cities, Puerto Rico, the UK, and Brazil, Red Ventures’s digital platform spans across many industries, including home services, financial services, health services, education, and entertainment. Through its influential brands, strategic partnerships, and powerful technology platform, Red Ventures connects millions of people to premium content, intuitive digital experiences, and consumer advice to help make life’s most important decisions.

Over the last decade, Red Ventures has compounded growth at over 30%. In 2010, General Atlantic made a strategic investment in the company, and in 2015 Silver Lake also joined as a shareholder. Ric has cultivated an award-winning and technology-centric company culture, ranking as one of Charlotte’s “Best Places to Work” for ten years in a row.

A native of Puerto Rico, Ric graduated from Boston College and earned his MBA from Harvard Business School. He co-founded Red Ventures in 2000, months before the dot-com bubble burst. The company weathered the storm; by 2007 it was ranked 4th on the Inc. 500 list. Ric’s leadership style has earned him noteworthy recognition; in 2011, he was named an Ernst & Young National Entrepreneur of the Year, and in 2016 he was inducted into the Carolinas Entrepreneur Hall of Fame.

In 2009, Ric survived Flight 1549, also known as the “Miracle on the Hudson,” an event which changed his life and led to his widely viewed TED Talk “3 Things I Learned While My Plane Crashed.” In 2019, he launched a podcast, “3 Things with Ric Elias,” where he shares conversations and insights with top business leaders, athletes, and remarkable guests.

In addition to being deeply committed to his family and Red Ventures, Ric is passionate about creating economic mobility opportunities for underserved groups who have the motivation and work ethic to succeed. In 2013, he founded and funded what is now Road to Hire, a 501(c)(3) that connects young adults with on-ramps to professional development and high-earning careers. Programs provided through the Road to Hire platform include career-readiness classes in Charlotte Mecklenberg Title 1 high schools, digital marketing courses at Johnson C. Smith University, on-the-job training and placement with top employers in Charlotte , and scholarships for high-performing undocumented students seeking college degrees.

Additionally, in 2018 Ric launched Forward787, a $100M social enterprise committed to building digital businesses based in Puerto Rico. To date, the program has trained and supported more than 100 Puerto Rican professionals, fueling a new economic growth engine on the island.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
c4fce884-eb80-322a-aec5-2356cf20c183,Nathan Richardson,nathan-richardson,v1433523236/gxhzolvtwr6hn5nvzaqh.png,c4fce884-eb80-322a-aec5-2356cf20c183,person,Nathan Richardson,EVP,EVP at Red Ventures.,red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
9b2f5696-b7ae-160e-8120-b6294a1f0843,Tim Kullick,tim-kullick,v1397181752/bd56e1559b5ad0df974b28f1abf44e21.jpg,9b2f5696-b7ae-160e-8120-b6294a1f0843,person,Tim Kullick,Chief Operating Officer,"Tim Kullick runs the Insurance division of Red Ventures and also works on new business development. He previously led Red Ventures’ paid and natural search marketing practice areas. 

Prior to joining Red Ventures, Tim owned and operated a chain of home improvement franchises specializing in bathroom remodeling. While taking the business from startup to four locations in five years, he also provided strategy and operations consulting services to several retailers, retail industry vendors, and private equity firms with retail industry holdings. 

Prior to launching his own business, Tim held leadership roles in strategic planning, e-commerce, and home services at The Home Depot, the world's largest home improvement retailer. He also spent 6 years advising senior leadership of Fortune 500 companies as a strategy consultant with McKinsey & Company. 

Tim graduated from the University of Colorado, summa cum laude, and earned his MBA from Harvard Business School.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
43956da6-db3d-ebcd-180a-ded2204dc5a3,Shannon McFayden,shannon-mcfayden,v1397181750/53f9291d049b0bd44533fc72ada3ba1c.jpg,43956da6-db3d-ebcd-180a-ded2204dc5a3,person,Shannon McFayden,Chief Diversity & Inclusion Officer,"Shannon has been with Red Ventures since January of 2011. Her work at RV focuses on company culture, leadership effectiveness and talent management. 

Prior to joining Red Ventures, Shannon was Executive Vice President and Head of Human Resources & Corporate Relations for Wachovia Corporation, the nation's 4th largest financial institution in 2008, with $764 billion in assets and 120,000 employees globally. 

In this role, she provided leadership for Human Resources, Corporate Communications, Community Relations and Marketing. Named as one of the ""25 Most Powerful Women in Banking"" by US Banker, Shannon has also been recognized with the United Negro College Fund's ""Maya Angelou Women Who Lead"" Award, the Thurgood Marshall College Fund's ""Award of Excellence"", and the Dress for Success ""Paradigm Award"". 

Shannon graduated cum laude with a Bachelor of Arts in Psychology from Davidson College. She and her husband of 27 years, Greg, live in Charlotte and have two daughters, ages 20 and 17.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,female
3f14ad0c-7952-9a88-1f92-ebed34448c09,Steven Sibley,steven-sibley,v1397181753/32cab1200f10a308621e5dbf3948a9db.jpg,3f14ad0c-7952-9a88-1f92-ebed34448c09,person,Steven Sibley,President - RV Travel,,red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
a6d3f9f3-9b5c-0fdd-cbbc-a6bf42e245ee,John Sutton,john-sutton,v1397181756/ea463f3b7adfd1ebe69d9cc1d57ecb8c.jpg,a6d3f9f3-9b5c-0fdd-cbbc-a6bf42e245ee,person,John Sutton,President & Chief Digital Officer,"John Sutton currently serves as Chief Digital Officer and President of Red Ventures; responsible for leading Digital Media including paid search, SEO, Programmatic Display, Social, and other digital practices for Red Ventures and it's many partners. In addition, John is responsible for new technology development, investments, and acquisitions; including recent innovations in online to offline and cross-device tracking technologies, development of omni-channel messaging solutions, and bespoke technology solutions for partner-driven and principal businesses at Red Ventures across the globe.

Prior to joining Red Ventures, John owned and operated his own internet marketing consulting firm where he provided marketing strategy, agency contract negotiation and hands-on management of search marketing initiatives for several large organizations. He also served as Director of Internet Marketing for Career Education Corporation, a large for-profit education company based outside of Chicago, IL.

John attended Indiana University’s Kelley School of Business.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
06ee3ac1-e0f4-9826-d2c4-763dd01336fb,Austin Hulak,austin-hulak,iyabxzibufzptgn5pqyp,06ee3ac1-e0f4-9826-d2c4-763dd01336fb,person,Austin Hulak,Vice President Of Product Management,"I'm passionate about technology, it's intersection with consumer finance and the resulting products that are changing the financial landscape.

I'm currently building technology that helps consumers discover opportunities for financial optimization.",red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
4bebb107-e369-1fc8-b3c2-16d5243d1d9c,Rodney Sims,rodney-sims,v1455218472/zoqlegbcxj2u5feiprrz.jpg,4bebb107-e369-1fc8-b3c2-16d5243d1d9c,person,Rodney Sims,President,,red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
0c35cba7-e824-54b6-6f9f-f43151013b80,Michael Elkins,michael-elkins-2,v1495680969/puqhrygfuk63nihesnhe.png,0c35cba7-e824-54b6-6f9f-f43151013b80,person,Michael Elkins,Vice President,,red-ventures,v1455217906/n6znj8vxg1vgfdb4tomh.jpg,e0a75ec2-43d3-5dec-5729-3a6825c8325a,organization,Red Ventures,male
5832c3da-c052-1bce-4876-2676b48b7eed,Kamal Shah,kamal-shah-2,v1434499507/jxnj28ebupa35or7pdoe.jpg,5832c3da-c052-1bce-4876-2676b48b7eed,person,Kamal Shah,"VP, Cloud Platforms","Kamal Shah is the VP, Cloud Platforms at Red Hat. He attended Harvard Business School",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,not_provided
3604d657-4a73-421d-f805-b8cbc5e170b5,Tim Yeaton,tim-yeaton,vy441gqr7rsqckkcfols,3604d657-4a73-421d-f805-b8cbc5e170b5,person,Tim Yeaton,Executive Vice President & Chief Marketing Officer,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
d361ca5f-f361-1467-4695-046da367e444,Chris Wright,chris-wright-2,v1484113682/ddf95bfbx2ob7b955trh.png,d361ca5f-f361-1467-4695-046da367e444,person,Chris Wright,Senior Vice President and Chief Technology Officer,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
80ff965d-2ab8-4e6c-b2ee-6289fe355ce2,Luis I. Cortes,lui-i-cortes,v1504691231/pwydbfelvoo89ufbmimc.png,80ff965d-2ab8-4e6c-b2ee-6289fe355ce2,person,Luis I. Cortes,Head of Marketing & Sales Programs,"Luis I. Cortes is the Head of Marketing & Sales Programs, Red Hat Middleware at Red Hat. Luis I. Cortes attended Esade.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,female
ca8e3b30-a445-2ab9-fac2-ee625917f826,Marco Bill-Peter,marco-bill-peter,v1427772962/iodytwm4p5ddtla98yml.jpg,ca8e3b30-a445-2ab9-fac2-ee625917f826,person,Marco Bill-Peter,VP Customer Engagement and Experience,,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
621f6d12-56d0-2500-2164-d93b246ffd6f,DeLisa Alexander,delisa-alexander,v1397182283/c8e83420b3bbbdf31607775de1a2540d.jpg,621f6d12-56d0-2500-2164-d93b246ffd6f,person,DeLisa Alexander,Executive vice president and chief people officer,"DeLisa Alexander, executive vice president and chief people officer, leads the organization responsible for global human resources, including Red Hat® University.The organization's mission is to be a strategic partner to the business in acquiring, developing,and retaining talent and to enhance the Red Hat culture and talent brand.Red Hat has been recognized as one of the best places to work in multiple publications around the globe on many occasions.
In 2010, Alexander received a ""Women in Business"" executive award from the Triangle Business Journal. Alexander serves on the executive committee of the Board of the Greater Raleigh Chamber of Commerce, the NC State Management College Diversity Board, and the advisory boards of the Connected Women of North Carolina and the Raleigh Junior League.

Alexander joined Red Hat in 2001 and served in the office of General Counsel until mid 2006, most recently as assistant general counsel and assistant secretary. During this time, Alexander was responsible for, among other items, equity and executive compensation, and trademark, copyright, and employment matters. Alexander also advised the company's management and board of directors on securities and corporate governance.
Prior to joining Red Hat, Alexander was associated with the law firm Kilpatrick Stockton where she focused on mergers, acquisitions, venture capital, and intellectual property licensing. She started her career as a judicial clerk for the Honorable William B. Chandler, chancellor of the renowned Delaware Court of Chancery.",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,female
350da357-43ee-29ac-3ec0-ffaed0280e22,Chris Gray,chris-gray-2,v1491457460/n6ct3ppcclew91cl5cug.png,350da357-43ee-29ac-3ec0-ffaed0280e22,person,Chris Gray,"Vice President, Strategic Alliances, North America",,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
fe4d92e5-b54d-cc9d-5dde-7942fcc5a871,Sarangan Rangachari,sarangan-rangachari,v1397182297/a369eb177e90bedbbd61a062d2afea94.jpg,fe4d92e5-b54d-cc9d-5dde-7942fcc5a871,person,Sarangan Rangachari,"Vice president, Storage Business Unit","Sarangan Rangachari leads the Storage business unit at Red Hat and is responsible for the overall strategy and execution of Red Hat’s storage software portfolio. Prior to this role, Rangachari drove Red Hat’s Cloud ecosystem strategy. He joined Red Hat in 2010 with more than 25 years of industry experience, including in-depth software product management and product marketing experience, and 18 years in storage software.

Prior to Red Hat, Rangachari was the CEO for multiple start-up companies in the systems and storage management space. He founded Invio Software (acquired by Veritas/Symantec), was VP/GM of AP/J Region, and led product management and marketing for Legato Systems (acquired by EMC). Early in his career, Rangachari worked in various product management roles at Sun Microsystem",red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
da958b3f-0b95-02ae-12b2-d5303f240ad6,Mandeep Chaddha,mandeep-chaddha,v1460724550/hocmjxnl9sj5qjd6wtor.jpg,da958b3f-0b95-02ae-12b2-d5303f240ad6,person,Mandeep Chaddha,"Vice President, Global Sales Operations",,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
1e1168a7-b3a5-bc9a-ada5-cff528315a86,Craig Muzilla,craig-muzilla,v1408594456/xlkp3mzi855zf6broyul.jpg,1e1168a7-b3a5-bc9a-ada5-cff528315a86,person,Craig Muzilla,"Senior Vice President, Core Products and Cloud Services Business Group",,red-hat,pimffexdfltu9sn403be,427e8f37-684f-1cdf-cc36-a1ee0faf9701,organization,Red Hat,male
